Store,Age0to9,Age10to17,Age18to24,Age25to29,Age30to39,Age40to49,Age50to64,Age65Plus,EdLTHS,EdHSGrad,EdSomeCol,EdAssociate,EdBachelor,EdMaster,EdProfSchl,EdDoctorate,HHSz1Per,HHSz2Per,HHSz3Per,HHSz4Per,HHSz5PlusPer,HHIncU25K,HHInc25Kto50K,HHInc50Kto75K,HHInc75Kto100K,HHInc100Kto150K,HHInc150Kto250K,HHInc250KPlus,PopAsian,PopBlack,PopHispanic,PopMulti,PopNativeAmer,PopOther,PopPacIsl,PopWhite,HVal0to100K,HVal100Kto200K,HVal200Kto300K,HVal300Kto400K,HVal400Kto500K,HVal500Kto750K,HVal750KPlus,PopDens
S0001,0.138162854,0.111414427,0.113227535,8.17E-02,0.134923707,0.128832481,0.160429442,0.131358608,0.241934968,0.232822841,0.211753045,0.11775426,0.129967708,3.85E-02,8.38E-03,1.79E-03,0.263372805,0.283730969,0.151898734,0.132182232,0.168756927,0.22761477,0.273172724,0.217873184,0.114157382,0.116199032,3.74E-02,1.36E-02,6.06E-02,2.39E-02,0.431112107,2.16E-02,4.56E-03,1.28E-03,2.67E-03,0.454295435,0.073852539,0.115966797,0.223510742,0.301879883,0.180786133,0.097167969,0.006835938,4260.943672
S0002,0.138954244,0.112722548,0.100572392,7.48E-02,0.12108017,0.146960705,0.195455982,0.109421639,0.125223614,0.299506695,0.186913861,9.09E-02,0.126578848,3.58E-02,6.99E-03,2.71E-03,0.218165802,0.307428795,0.195262797,0.159244397,0.120093961,0.186845454,0.243319957,0.193207399,0.152295194,0.152490946,5.17E-02,2.01E-02,1.75E-02,1.59E-02,0.193581235,3.11E-02,8.71E-03,7.02E-04,2.88E-03,0.729695565,0.124956491,0.127915071,0.206578489,0.223807866,0.174730247,0.12913331,1.29E-02,3061.060073
S0003,0.108581987,9.13E-02,0.11348569,0.111414561,0.182909124,0.144938425,0.150248231,9.72E-02,0.321859984,0.172440305,0.266370962,6.05E-02,0.215125305,6.05E-02,1.51E-02,6.27E-03,0.306900693,0.287274117,0.14898728,0.116831359,0.139979254,0.355516733,0.256128187,0.156685047,8.33E-02,8.64E-02,4.08E-02,2.12E-02,0.223656023,3.01E-02,0.54197675,1.70E-02,1.84E-03,2.58E-03,8.02E-04,0.182080309,2.47E-02,6.53E-02,0.114869626,0.150105708,0.155461593,0.251444679,0.238195913,13740.92333
S0004,0.142757737,0.102581945,8.39E-02,6.24E-02,0.131660868,0.134041384,0.158762131,0.183922359,0.198361998,0.206661207,0.196287196,0.114004914,0.184711985,6.45E-02,1.38E-02,1.37E-02,0.274992839,0.316623699,0.140265444,0.12880741,0.139310608,0.206435596,0.249307744,0.181323403,0.124510646,0.143416404,6.53E-02,2.96E-02,5.71E-02,1.89E-02,0.377009558,2.31E-02,2.60E-03,2.45E-03,1.90E-03,0.516900428,0.175373687,0.112919935,9.52E-02,0.247891076,0.152582507,0.161462187,5.46E-02,2947.367203
S0005,0.112396033,8.37E-02,9.13E-02,0.103055642,0.183738825,0.146510697,0.165691856,0.113630298,0.16427156,0.158904024,0.257828957,5.72E-02,0.297040054,9.10E-02,3.63E-02,1.72E-02,0.355434985,0.303093167,0.145535786,0.1011995,9.48E-02,0.246575707,0.227107104,0.174472725,0.109178436,0.125801218,7.37E-02,4.32E-02,8.01E-02,0.17941134,0.30149111,3.32E-02,1.95E-03,5.75E-03,1.38E-03,0.396717556,2.19E-02,2.29E-02,7.08E-02,0.113448056,0.126377128,0.208777201,0.435855413,12124.74021
S0006,0.124271186,0.106169492,9.15E-02,0.07,0.136271186,0.152271186,0.194949153,0.124610169,0.141471706,0.277194561,0.200959808,0.103379324,0.119676065,4.57E-02,7.90E-03,5.25E-03,0.229728486,0.326461114,0.184721583,0.153704556,0.105384261,0.174321215,0.227887713,0.200460193,0.151311551,0.180487805,4.80E-02,1.76E-02,4.02E-02,2.17E-02,0.171559322,3.24E-02,5.53E-03,1.63E-03,4.54E-03,0.722372881,0.122939746,0.124290732,0.153336936,0.293704404,0.21858957,7.86E-02,8.51E-03,3624.191296
S0007,0.122797273,0.113456198,9.05E-02,6.43E-02,0.122418581,0.143069932,0.191719263,0.151754607,0.10360732,0.16679166,0.181828409,0.103157342,0.203614819,0.102482376,2.28E-02,1.23E-02,0.228354677,0.320712695,0.169404232,0.149846882,0.131611915,0.138571826,0.191745546,0.161400334,0.15388363,0.212834076,0.103702673,3.79E-02,8.14E-02,1.84E-02,0.271389261,3.13E-02,2.55E-03,1.67E-03,1.84E-03,0.591376133,2.30E-02,4.84E-02,8.02E-02,0.11458448,0.209025867,0.368629609,0.156081453,4582.324702
S0008,0.123948172,9.42E-02,0.11785463,0.106720068,0.185526177,0.142483617,0.146998377,8.23E-02,0.342596378,0.203033362,0.279401336,5.04E-02,0.208214104,3.73E-02,9.33E-03,4.05E-03,0.30514434,0.255557065,0.160215492,0.134667331,0.144415773,0.423121614,0.300556838,0.137051624,5.98E-02,5.33E-02,1.75E-02,8.66E-03,0.278332355,3.92E-02,0.589957788,1.15E-02,1.55E-03,2.96E-03,8.31E-04,7.57E-02,2.39E-02,7.12E-02,0.164885149,0.175574255,0.16988856,0.230839209,0.16374801,32736.45597
S0009,0.140008981,0.142373896,0.10549319,6.85E-02,0.11701841,0.146505014,0.186139799,9.39E-02,0.139922727,0.261554262,0.19117719,8.78E-02,0.134102802,6.14E-02,2.01E-02,1.04E-02,0.193511111,0.2832,0.184444444,0.159822222,0.178933333,0.186933333,0.183288889,0.213688889,0.139644444,0.172711111,7.13E-02,3.24E-02,4.84E-02,0.123428332,0.287600287,3.08E-02,4.73E-03,3.14E-03,2.10E-03,0.499790444,7.21E-02,0.383619551,0.31664465,0.131836196,5.28E-02,1.96E-02,2.34E-02,2778.396735
S0010,0.119275488,9.39E-02,0.106699359,8.64E-02,0.145851459,0.137388278,0.182077039,0.128450526,0.259448773,0.140830329,0.21444354,6.70E-02,0.191650192,8.08E-02,3.59E-02,2.05E-02,0.300906641,0.291595197,0.128889978,0.114677775,0.163930409,0.181083068,0.236461652,0.174222004,0.127664788,0.120803725,8.89E-02,7.13E-02,1.67E-02,1.73E-02,0.546777382,1.29E-02,5.77E-03,1.66E-03,7.12E-04,0.398181099,5.85E-02,3.68E-02,2.41E-02,2.83E-02,5.67E-02,0.205066345,0.590470446,3144.97604
S0011,2.45E-02,3.06E-02,2.65E-02,1.22E-02,3.06E-02,5.92E-02,0.324489796,0.489795918,0.290178571,0.310267857,3.35E-02,3.57E-02,5.36E-02,0.015625,0,2.01E-02,0.631410256,0.282051282,4.17E-02,2.24E-02,2.56E-02,0.403846154,0.304487179,0.150641026,8.65E-02,2.88E-02,1.28E-02,3.21E-03,4.29E-02,0.193877551,0.324489796,1.84E-02,2.04E-03,0,0,0.418367347,0,0.153846154,0.384615385,0.384615385,7.69E-02,0,0,117.3353408
S0012,0.166724602,0.128878074,0.114365169,7.34E-02,0.125358477,0.132745285,0.155079517,0.103328409,0.29564705,0.248582161,0.212491714,0.102231715,8.56E-02,2.12E-02,4.49E-03,3.31E-03,0.274452739,0.259774769,0.147285841,0.136403897,0.181829685,0.33164621,0.27597115,0.16791092,9.41E-02,9.81E-02,2.37E-02,8.48E-03,3.07E-02,4.40E-02,0.545952288,2.71E-02,6.74E-03,2.13E-03,2.09E-03,0.34128536,9.52E-02,0.156142004,0.413760603,0.233427584,6.85E-02,2.76E-02,5.34E-03,4978.936751
S0013,0.140148689,0.116352983,0.109001465,7.95E-02,0.141420004,0.137882431,0.162369068,0.113340519,0.203798075,0.219173309,0.222875561,7.82E-02,0.125833007,6.92E-02,1.27E-02,1.66E-02,0.247734395,0.27144914,0.166765478,0.140679258,0.173371729,0.241805708,0.280257474,0.185313797,0.115016516,0.118827814,4.48E-02,1.40E-02,2.01E-02,6.73E-02,0.470054998,2.04E-02,4.89E-03,1.55E-03,2.29E-03,0.413426195,7.06E-02,0.329185005,0.272575505,0.236758233,6.27E-02,2.41E-02,4.10E-03,4355.868194
S0014,0.142612411,0.121208038,6.38E-02,6.84E-02,0.169002156,0.188212196,0.173371574,7.33E-02,4.69E-02,8.37E-02,0.251359863,5.93E-02,0.405324936,0.161093616,6.27E-02,3.56E-02,0.205467839,0.305022783,0.190685599,0.202023948,9.69E-02,8.58E-02,9.02E-02,0.151478224,0.147610469,0.249920526,0.19015577,8.49E-02,0.406228947,1.55E-02,9.62E-02,4.23E-02,8.08E-04,1.85E-03,1.37E-03,0.435660526,2.02E-02,1.40E-02,5.83E-02,6.92E-02,0.109395446,0.365000436,0.363866353,5957.589556
S0015,0.160050978,0.126822293,6.34E-02,5.90E-02,0.163563458,0.192222809,0.174442821,6.06E-02,4.25E-02,9.25E-02,0.251722158,8.17E-02,0.332328741,0.187858783,4.14E-02,4.10E-02,0.16499155,0.291203415,0.207417949,0.224939963,0.111447123,5.07E-02,0.111091346,0.139197723,0.162856889,0.291470248,0.180201014,6.46E-02,0.291629107,2.53E-02,0.107270523,4.44E-02,2.42E-03,2.52E-03,2.02E-03,0.524478568,1.58E-02,1.25E-02,7.19E-02,0.150061652,0.155117139,0.34352651,0.251171393,3244.429751
S0016,0.145634379,0.113900587,0.110430631,8.07E-02,0.131932499,0.132125274,0.172741562,0.112506673,0.226398663,0.277378963,0.20940523,6.73E-02,0.116247323,4.51E-02,1.26E-02,7.25E-03,0.225856698,0.285176532,0.176661475,0.151825891,0.160522672,0.285695742,0.275484597,0.174065421,9.64E-02,0.101462444,4.63E-02,2.06E-02,3.33E-02,6.77E-02,0.293946674,4.67E-02,4.29E-03,2.71E-03,4.49E-03,0.546742,0.142620049,9.83E-02,0.18245187,0.225713653,0.139190086,0.126244744,8.55E-02,6038.231142
S0017,0.110522067,0.111975242,7.17E-02,4.74E-02,0.103363832,0.166926803,0.24467169,0.143353068,1.82E-02,0.121020323,0.146452129,9.92E-02,0.340336295,0.121821024,4.13E-02,2.35E-02,0.212865743,0.365532689,0.169536609,0.162676746,8.94E-02,8.20E-02,0.142797144,0.15399692,0.130617388,0.224345513,0.171706566,9.46E-02,7.51E-02,1.10E-02,0.134264492,3.21E-02,2.10E-03,1.96E-03,1.10E-03,0.74226277,1.42E-02,3.93E-02,3.76E-02,6.48E-02,7.50E-02,0.279035721,0.490044896,4048.766664
S0018,0.135731655,0.127953816,0.106922092,6.85E-02,0.145866979,0.141838837,0.162462178,0.110820293,0.231722063,0.261155514,0.231751556,9.23E-02,0.129147374,5.30E-02,9.17E-03,8.67E-03,0.171167378,0.23515968,0.189751609,0.182895291,0.221086185,0.180188849,0.229265652,0.190413183,0.147350695,0.160221327,6.43E-02,2.82E-02,6.61E-02,2.02E-02,0.714466039,8.63E-03,1.87E-03,1.26E-03,1.45E-03,0.186037014,1.41E-02,4.73E-02,7.57E-02,0.150967443,0.183524505,0.336925038,0.191518943,7755.708779
S0019,0.171342102,0.149031933,0.105886005,6.62E-02,0.124510146,0.120630117,0.157218795,0.1052652,0.271030565,0.3188396,0.21700027,6.21E-02,4.64E-02,1.82E-02,2.57E-03,1.49E-03,0.187991512,0.257895394,0.168643116,0.157034078,0.228685557,0.320933716,0.29858944,0.179378355,8.89E-02,8.01E-02,2.47E-02,7.36E-03,1.38E-02,5.45E-02,0.46312032,2.01E-02,4.69E-03,1.44E-03,2.29E-03,0.440034144,0.280694327,0.457662997,0.164055885,8.21E-02,1.16E-02,3.81E-03,0,2112.99079
S0020,0.110470523,9.94E-02,9.35E-02,6.88E-02,0.122466059,0.139854938,0.219360238,0.146085178,0.218766684,0.149225841,0.175787507,6.27E-02,0.204217832,6.06E-02,3.18E-02,1.91E-02,0.252918288,0.335927367,0.15771725,0.114137484,0.139299611,0.208300908,0.225162127,0.153566796,0.128923476,0.153566796,8.25E-02,4.72E-02,2.32E-02,5.67E-03,0.46517251,1.39E-02,3.25E-03,1.58E-03,8.37E-04,0.486375895,1.52E-02,4.44E-02,4.08E-02,1.25E-02,6.11E-02,0.333855799,0.492163009,4219.76529
S0021,7.25E-02,5.29E-02,7.78E-02,0.116366926,0.197098367,0.151494468,0.182891792,0.148954745,4.94E-02,0.108207171,0.247350598,4.80E-02,0.373665339,0.161653386,7.02E-02,3.82E-02,0.494316491,0.314199845,0.106379813,6.00E-02,2.51E-02,0.220555853,0.173004821,0.168928168,0.11548533,0.156400643,9.48E-02,7.09E-02,9.64E-02,3.94E-02,0.121101005,3.68E-02,1.44E-03,3.48E-03,1.21E-03,0.700160325,2.73E-02,1.01E-02,4.41E-02,4.67E-02,7.46E-02,0.268367347,0.528826531,12566.81284
S0022,0.131172408,0.131851024,8.99E-02,6.35E-02,0.123667718,0.16454433,0.200750469,9.46E-02,7.79E-02,0.201776571,0.191104805,0.114058355,0.223613596,8.80E-02,1.83E-02,1.63E-02,0.158169935,0.295424837,0.212240048,0.191919192,0.142245989,0.10802139,0.17409388,0.195127748,0.155912062,0.223767083,0.111467617,3.15E-02,0.118792911,1.89E-02,0.204414817,3.39E-02,3.35E-03,1.80E-03,2.43E-03,0.616437809,6.90E-02,5.48E-02,5.90E-02,0.169680851,0.218439716,0.307624113,0.121453901,2989.21977
S0023,0.109028603,0.10241975,8.66E-02,6.70E-02,0.130533604,0.161637177,0.19712917,0.145674523,8.11E-02,0.186500623,0.185952677,9.59E-02,0.228393524,9.04E-02,2.99E-02,1.23E-02,0.237369833,0.347278432,0.16929653,0.15138011,9.47E-02,0.109317448,0.184439089,0.188258833,0.143786094,0.218089218,0.109590287,4.65E-02,0.116789342,1.04E-02,0.161546934,3.46E-02,3.16E-03,2.15E-03,3.86E-03,0.667500044,6.55E-02,1.84E-02,7.99E-02,8.30E-02,8.79E-02,0.47934441,0.185975153,6000.987473
S0024,0.122707802,0.121961785,0.101674929,5.97E-02,0.129734803,0.148577754,0.181619098,0.134042451,0.10101977,0.244339727,0.198468505,9.88E-02,0.171777786,5.51E-02,1.66E-02,5.23E-03,0.185487396,0.277793968,0.177691971,0.184103162,0.174923503,0.128660935,0.187891593,0.19473991,0.159478362,0.219146146,7.81E-02,3.19E-02,5.19E-02,1.08E-02,0.518626366,1.35E-02,2.29E-03,1.06E-03,9.39E-04,0.400924099,3.14E-02,2.23E-02,7.90E-02,0.225684796,0.263199682,0.332969432,4.55E-02,6608.159201
S0025,0.130080722,0.117640076,9.86E-02,7.19E-02,0.136633428,0.148148148,0.175783476,0.121225071,0.162356531,0.193266018,0.209029493,7.16E-02,0.24629522,7.49E-02,2.02E-02,1.37E-02,0.155890102,0.299284908,0.177945051,0.174783591,0.192171622,0.129469326,0.184569063,0.202408732,0.149943545,0.19736545,9.73E-02,3.91E-02,0.103822412,1.37E-02,0.383760684,1.96E-02,2.80E-03,1.35E-03,2.45E-03,0.472578348,5.84E-02,1.86E-02,6.77E-02,0.145062074,0.18543787,0.389441897,0.135443463,4423.59734
S0026,0.103920955,0.126917858,7.42E-02,5.05E-02,0.110392095,0.172111471,0.222593327,0.139338274,6.96E-02,0.149829796,0.158840609,7.37E-02,0.299409291,0.119293152,4.94E-02,3.46E-02,0.251672624,0.281642379,0.184859316,0.190083402,9.17E-02,0.144441389,0.163871323,0.162863166,0.122811841,0.199340115,0.121895335,8.50E-02,0.232342913,6.99E-03,0.114327465,2.78E-02,1.36E-03,1.64E-03,5.91E-04,0.614918934,2.72E-02,4.59E-02,5.46E-02,0.114596671,7.76E-02,0.329385403,0.350672215,4717.305979
S0027,8.81E-02,0.115883669,8.01E-02,3.36E-02,6.98E-02,0.152796421,0.279418345,0.179642058,2.81E-02,0.124726477,9.75E-02,5.13E-02,0.337918099,0.133166615,5.60E-02,4.75E-02,0.265131227,0.342795929,0.180503482,0.128548473,8.30E-02,0.101231923,0.129619711,8.68E-02,0.102838779,0.203535083,0.176754151,0.199250134,2.19E-02,8.73E-03,6.51E-02,2.80E-02,1.34E-03,1.34E-03,1.12E-03,0.872454688,5.36E-02,5.73E-02,2.94E-03,3.60E-02,7.35E-02,0.129316679,0.647318148,1221.336675
S0028,0.139459117,0.118411948,0.108061354,6.63E-02,0.130521278,0.149665552,0.172240803,0.115413447,0.145955531,0.190560633,0.205838221,0.085754558,0.235574956,6.31E-02,1.69E-02,8.41E-03,0.235034763,0.274631168,0.161098864,0.169492963,0.159742242,0.163981686,0.150754621,0.169323385,0.13125318,0.225707987,0.115652026,4.32E-02,9.13E-02,2.13E-02,0.345240155,2.27E-02,2.42E-03,2.68E-03,6.92E-04,0.513665456,4.21E-02,6.97E-02,0.134727557,0.308151942,0.179826433,0.215962441,4.95E-02,4554.808389
S0029,0.14771052,0.126669645,0.112106321,7.42E-02,0.115546125,0.133549252,0.171990172,0.118226491,0.17608941,0.251993156,0.18832138,8.97E-02,0.125960173,4.88E-02,1.51E-02,9.79E-03,0.260699641,0.274346489,0.164146591,0.139543824,0.161327524,0.250896976,0.2345592,0.206752947,0.116670938,0.121348027,5.11E-02,1.86E-02,4.69E-02,0.179901271,0.317206102,3.19E-02,4.76E-03,3.95E-03,1.81E-03,0.413545087,8.25E-02,0.552375077,0.239481801,7.96E-02,2.89E-02,7.03E-03,1.01E-02,3829.222369
S0030,0.132087729,0.108516101,8.29E-02,5.68E-02,0.103133603,0.103783215,0.156772976,0.256008909,0.190635146,0.348804243,0.152453244,5.49E-02,8.03E-02,3.17E-02,5.81E-03,7.96E-03,0.337278107,0.326192795,0.114747959,9.84E-02,0.123286645,0.387311812,0.300052431,0.152423039,7.61E-02,5.53E-02,1.79E-02,1.09E-02,2.90E-02,6.11E-02,0.337014353,2.48E-02,7.08E-03,1.36E-03,2.97E-03,0.536686464,0.498336897,0.336184367,0.118436683,3.49E-02,6.65E-03,2.49E-03,2.97E-03,3640.032385
S0031,0.168031828,0.137023169,0.105078399,7.99E-02,0.141118652,0.1398315,0.156213433,7.27E-02,0.246230159,0.296230159,0.239285714,5.54E-02,0.108730159,3.55E-02,4.37E-03,2.98E-03,0.172630751,0.258356272,0.164372788,0.167125442,0.237514746,0.252457727,0.264254817,0.168698388,0.123476209,0.127015336,4.80E-02,1.65E-02,5.20E-02,4.76E-02,0.472501755,2.55E-02,4.91E-03,1.76E-03,2.69E-03,0.39304938,0.130604288,0.363222872,0.252111761,0.132553606,7.86E-02,3.31E-02,9.75E-03,1784.926362
S0032,0.158529752,0.130887901,0.105375219,8.06E-02,0.157110306,0.152291659,0.151171043,6.41E-02,0.129058141,0.261757808,0.259597581,0.126218985,0.168189112,4.43E-02,1.09E-02,6.30E-03,0.18569807,0.265039728,0.187741203,0.182973893,0.17877412,0.12553916,0.184790011,0.204880817,0.170488082,0.203405221,7.83E-02,3.27E-02,8.53E-02,7.40E-02,0.389758339,2.95E-02,3.06E-03,2.58E-03,1.72E-03,0.414036529,9.29E-02,0.120689655,0.173309449,0.262203314,0.18562472,0.147111509,1.81E-02,4134.749642
S0033,0.105939583,0.135337217,8.54E-02,4.71E-02,0.104348087,0.161341661,0.207615158,0.152843673,7.55E-02,0.141283504,0.154974803,8.50E-02,0.276947777,0.123177095,3.60E-02,1.20E-02,0.195526997,0.314695819,0.192272386,0.182258199,0.115163148,0.12117166,0.154886089,0.181423684,0.137361262,0.221313527,0.124092464,5.97E-02,0.114557684,2.34E-02,0.195363642,3.28E-02,2.19E-03,2.85E-03,3.66E-03,0.625157648,5.42E-02,6.00E-02,3.32E-02,9.59E-02,0.138312912,0.296536287,0.321866164,4736.269567
S0034,0.102799149,0.107709936,7.41E-02,4.73E-02,9.79E-02,0.142085448,0.247831069,0.180307743,0.12228323,0.189315946,0.136810798,5.67E-02,0.191718142,0.107412491,3.44E-02,1.91E-02,0.291598361,0.337704918,0.148565574,0.123770492,9.84E-02,0.217622951,0.226844262,0.180327869,0.120491803,0.146106557,7.58E-02,3.34E-02,1.69E-02,5.16E-03,0.224341136,1.77E-02,5.89E-03,2.29E-03,2.46E-04,0.727451301,0.157419355,0.104193548,6.71E-02,0.155483871,0.124516129,0.212580645,0.178709677,1664.744627
S0035,0.128795262,0.119824075,0.100532274,7.34E-02,0.135242522,0.141015069,0.177349626,0.123872354,0.154430963,0.230225772,0.207802181,9.00E-02,0.152779911,5.49E-02,1.18E-02,9.56E-03,0.225086274,0.298823861,0.183322769,0.154377069,0.138390027,0.222550884,0.258046341,0.183886189,0.122755124,0.148531587,5.04E-02,1.39E-02,6.09E-02,7.12E-02,0.414748732,2.15E-02,2.72E-03,2.17E-03,1.95E-03,0.424744484,8.35E-02,0.132913934,0.221924776,0.190871369,0.244010173,0.103199036,2.36E-02,5280.440644
S0036,0.152045366,0.123206669,8.55E-02,6.21E-02,0.141236914,0.137650252,0.178848391,0.119377666,0.177295822,0.238189126,0.220975203,7.58E-02,0.12588155,6.67E-02,9.18E-03,4.85E-03,0.234693878,0.282312925,0.163123583,0.166950113,0.152777778,0.278911565,0.24914966,0.155470522,0.115646259,0.128968254,5.34E-02,1.84E-02,3.74E-02,1.78E-02,0.292084727,2.35E-02,4.75E-03,1.79E-03,1.55E-03,0.621201105,0.276707164,0.207163804,0.210724759,0.209467951,6.64E-02,2.62E-02,3.35E-03,2842.339247
S0037,0.199712401,0.13838606,3.74E-02,4.03E-02,0.16799188,0.235916089,0.141684994,3.89E-02,1.79E-02,4.97E-02,0.268959913,6.88E-02,0.349404117,0.206392199,7.19E-02,0.131500542,0.153225806,0.247731855,0.211189516,0.26108871,0.126764113,5.37E-02,7.91E-02,7.21E-02,0.127268145,0.278225806,0.238659274,0.151461694,0.298680426,8.63E-03,7.16E-02,3.83E-02,1.10E-03,3.30E-03,7.61E-04,0.577651836,1.98E-02,3.56E-02,0,0,1.29E-02,0.122424242,0.809292929,3188.414914
S0038,0.126960201,0.119238397,8.43E-02,5.97E-02,0.134523337,0.164246992,0.201190004,0.109797699,7.65E-02,0.222832313,0.200948055,0.118467312,0.218052538,5.21E-02,1.72E-02,7.39E-03,0.197293992,0.292004281,0.196147378,0.182464455,0.132166335,0.12161749,0.178489528,0.166794068,0.150588595,0.233526984,0.112903226,3.61E-02,0.102316602,1.32E-02,0.220976358,2.89E-02,2.72E-03,1.51E-03,1.00E-03,0.62939652,4.01E-02,4.61E-02,0.109306225,0.205407671,0.212848459,0.303290715,8.29E-02,4422.129922
S0039,0.141565182,0.110186184,9.83E-02,7.18E-02,0.146909203,0.146600894,0.177705839,0.106897556,0.265674002,0.243694821,0.226037686,7.57E-02,0.1279747,4.21E-02,1.11E-02,5.19E-03,0.296770038,0.279976074,0.161130027,0.132557284,0.129612589,0.292352995,0.232952977,0.182847152,0.112082451,0.118247907,4.02E-02,2.15E-02,4.04E-02,6.53E-02,0.547846193,2.49E-02,3.31E-03,2.64E-03,3.89E-03,0.311689646,3.06E-02,3.77E-02,0.157515879,0.179534227,0.206633733,0.282709951,0.105292872,11258.50107
S0040,0.150104284,0.124995989,0.104107172,7.29E-02,0.141087759,0.141280282,0.170399487,9.52E-02,0.218607055,0.211681096,0.227264504,9.09E-02,0.167644399,4.60E-02,6.20E-03,6.23E-03,0.239036594,0.250122633,0.164475621,0.151967036,0.194398116,0.245315413,0.245707839,0.188413617,0.101932699,0.13298342,5.85E-02,2.71E-02,0.14237125,0.170447618,0.429472164,2.82E-02,2.71E-03,2.02E-03,1.75E-02,0.207299856,5.67E-02,5.34E-02,0.16023225,0.241927269,0.201894673,0.204848732,8.10E-02,9720.437981
S0041,0.137484781,0.13157378,0.106456934,6.76E-02,0.136404697,0.135815561,0.169828365,0.114861946,0.252130436,0.227319896,0.218420804,6.75E-02,0.172227288,6.07E-02,1.52E-02,1.36E-02,0.129874881,0.216580083,0.171215336,0.187385674,0.294870857,0.179117582,0.204360869,0.232604083,0.131704105,0.175678642,5.35E-02,2.30E-02,0.248109817,4.32E-02,0.586378901,1.39E-02,2.20E-03,1.45E-03,3.16E-03,0.101608374,3.45E-02,2.98E-02,0.167330237,0.272506083,0.213005972,0.228268082,5.46E-02,6798.081015
S0042,0.126417214,0.117939464,9.64E-02,6.14E-02,0.120424909,0.151203568,0.204419325,0.121888938,0.135044412,0.297252634,0.182658542,9.78E-02,0.105969841,4.18E-02,7.85E-03,5.11E-03,0.193516209,0.311022444,0.185935162,0.159700748,0.149825436,0.202693267,0.21446384,0.215162095,0.141047382,0.149326683,5.85E-02,1.88E-02,2.64E-02,3.22E-02,0.221798495,3.28E-02,5.92E-03,8.51E-04,2.93E-03,0.677108516,0.193459658,6.56E-02,0.106968215,0.270629584,0.219743276,0.127139364,1.65E-02,4005.298006
S0043,0.119961052,0.125052163,8.18E-02,5.47E-02,0.114508277,0.168563082,0.20893031,0.126415357,8.80E-02,0.183403587,0.170096702,8.45E-02,0.277006364,0.113232499,2.90E-02,1.71E-02,0.203238414,0.311717317,0.1796283,0.175640105,0.1296961,0.117970806,0.17021616,0.144771476,0.128738933,0.225731834,0.148281088,6.40E-02,7.02E-02,1.08E-02,0.223001168,2.40E-02,1.92E-03,2.06E-03,1.34E-03,0.666777945,2.91E-02,1.94E-02,8.67E-02,9.60E-02,9.25E-02,0.372953102,0.30344213,3324.162505
S0044,0.106057042,9.43E-02,9.32E-02,7.39E-02,0.131020288,0.155983534,0.226992061,0.118641576,0.184875349,0.210388313,0.185458026,0.100595164,0.151163275,6.46E-02,1.44E-02,1.22E-02,0.24240683,0.28263011,0.183549499,0.162534888,0.128796585,0.19922837,0.229683139,0.239041208,0.116237071,0.139714333,5.31E-02,2.31E-02,8.99E-02,1.53E-02,0.286541798,3.02E-02,2.47E-03,2.56E-03,5.88E-04,0.572348496,3.42E-02,4.24E-02,0.167612788,0.259635494,0.253958769,0.195996415,4.62E-02,7187.482605
S0045,0.115581938,0.13239347,0.104176383,5.87E-02,0.121390714,0.15997456,0.212889548,9.49E-02,5.97E-02,0.238456756,0.187375241,0.114107137,0.195425243,6.28E-02,2.91E-02,1.04E-02,0.179935805,0.276606457,0.198627982,0.19548115,0.149348606,0.115551639,0.173075713,0.196110517,0.154383536,0.225879539,9.86E-02,3.64E-02,8.48E-02,7.36E-02,0.309893791,3.00E-02,2.35E-03,1.72E-03,1.74E-03,0.495876704,7.84E-02,6.35E-02,0.168115438,0.299026426,0.204450626,0.144558414,4.19E-02,4961.78878
S0046,0.112411359,8.87E-02,0.155054536,9.37E-02,0.148249436,0.141348936,0.165707381,9.49E-02,0.125818002,0.156315595,0.230250648,8.27E-02,0.226348932,9.72E-02,2.29E-02,1.79E-02,0.290429313,0.326865733,0.164086434,0.120910094,9.77E-02,0.19223071,0.238919979,0.189167109,0.130958703,0.143253952,7.03E-02,3.51E-02,0.132210774,9.34E-02,0.277364371,3.81E-02,2.93E-03,3.51E-03,3.99E-03,0.448499014,1.92E-02,2.83E-02,9.57E-02,0.147752864,0.25947322,0.344169196,0.105453833,8112.435628
S0047,0.130125631,0.138120326,0.103415245,6.64E-02,0.133441403,0.168735954,0.183288509,7.65E-02,0.105534709,0.171962946,0.212359287,9.87E-02,0.255452627,7.72E-02,1.64E-02,1.92E-02,0.148647052,0.247666312,0.195793454,0.216944346,0.190948836,0.106936075,0.162471937,0.176414983,0.176060499,0.238686045,0.111308047,2.80E-02,0.196043033,3.41E-02,0.378785646,2.28E-02,2.54E-03,2.03E-03,1.18E-03,0.362464078,3.36E-02,7.11E-02,0.134112681,0.26010716,0.236077285,0.237051469,2.79E-02,3218.508294
